ticker,spot,vol_30d,corr_3m,corr_6m,corr_12m,put_pct_3m,put_pct_6m,put_pct_12m,hedge_cost_3m,hedge_cost_6m,hedge_cost_12m,ytd_return,1y_return,score_long,score_short
RVMD,98.4000,0.577960,-0.041302,0.011084,0.017137,0.146232,0.196977,0.258986,36558.12,49244.25,64746.55,0.245254,2.120837,0.176417,0.182518
DBA,26.7100,0.063112,0.040854,0.093852,0.048884,0.009293,0.009903,0.009225,2323.13,2475.79,2306.35,0.044992,0.283055,0.362126,0.400486
ATI,150.0900,0.369902,0.038582,0.019480,-0.006867,0.092741,0.124486,0.162924,23185.27,31121.46,40731.04,0.259144,1.942941,0.321047,0.364808
SITE,130.8800,0.425216,-0.038047,-0.023086,-0.006082,0.107335,0.144464,0.189768,26833.69,36115.99,47442.07,0.046538,-0.269765,0.302494,0.295329
PALL,147.7000,0.699659,-0.037857,-0.000046,-0.018123,0.176096,0.236694,0.310233,44024.09,59173.52,77558.37,-0.008592,0.554082,0.087275,0.084708
MOO,82.0400,0.160057,-0.037322,0.017723,-0.027133,0.034944,0.044244,0.053254,8735.99,11061.05,13313.58,0.113464,0.193326,0.400993,0.362222
XLF,50.5700,0.190710,0.036574,0.031849,0.027129,0.043363,0.055859,0.068926,10840.79,13964.67,17231.48,-0.079374,0.284321,0.374606,0.387873
XME,110.1400,0.452940,0.035820,0.049413,0.015158,0.114533,0.154256,0.202813,28633.21,38564.02,50703.17,0.024272,0.888267,0.249142,0.304907
SRPT,16.7100,0.687841,-0.035697,0.042936,-0.018369,0.173235,0.232910,0.305390,43308.75,58227.43,76347.43,-0.215861,-0.861649,0.089332,0.100690
SLV,75.9400,1.338662,-0.035390,-0.012625,-0.038227,0.319909,0.421087,0.535385,79977.32,105271.74,133846.27,0.154981,2.414568,0.014564,-0.014564
CIFR,13.6200,1.169828,-0.035355,-0.031511,-0.043477,0.283886,0.376011,0.482478,70971.46,94002.66,120619.38,-0.159259,2.982456,0.017913,-0.017913
AEO,18.4600,0.632066,-0.034978,0.084905,0.004205,0.159621,0.214843,0.282152,39905.15,53710.73,70537.91,-0.296528,-0.146054,0.123331,0.152155
SOFI,18.9000,0.522027,-0.031484,0.021158,0.005735,0.132191,0.178130,0.234344,33047.81,44532.47,58586.06,-0.311726,1.530121,0.217026,0.228779
GGG,88.5500,0.191814,-0.030235,-0.002991,-0.008596,0.043667,0.056280,0.069497,10916.87,14069.95,17374.31,0.075138,-0.028607,0.400091,0.362358
BROS,51.3100,0.574135,-0.030070,0.094170,0.048122,0.145279,0.195701,0.257324,36319.77,48925.23,64331.10,-0.174550,0.714906,0.161007,0.203848
GLD,473.5100,0.499360,-0.029777,-0.009424,-0.051897,0.126438,0.170374,0.224141,31609.58,42593.47,56035.17,0.188887,1.368260,0.244646,0.236551
URA,48.7800,0.657588,-0.029613,-0.016854,-0.005869,0.165873,0.223153,0.292864,41468.36,55788.28,73215.97,0.059053,0.790050,0.118673,0.117636
DENN,6.2500,0.021823,-0.029335,-0.025118,-0.002400,0.000841,0.000448,0.000130,210.33,112.12,32.38,0.006441,-0.330118,0.398809,0.356126
NVCR,13.0400,1.160977,-0.027399,-0.029887,-0.040063,0.281960,0.373578,0.479580,70489.93,93394.61,119894.96,-0.006098,-0.245807,0.015339,-0.015339
LPLA,313.5600,0.507804,0.026605,0.076040,0.052039,0.128586,0.173272,0.227957,32146.49,43317.92,56989.34,-0.132926,0.176230,0.200738,0.267260
WEAT,23.6100,0.275043,0.026299,0.124914,0.103350,0.066743,0.088374,0.113442,16685.64,22093.42,28360.43,0.180500,-0.063095,0.354257,0.405550
MTDR,56.3200,0.403228,-0.025213,0.030207,0.021689,0.101574,0.136598,0.179239,25393.38,34149.59,44809.64,0.308784,-0.082524,0.305952,0.326745
IWM,250.8900,0.204287,-0.024896,-0.000812,-0.006003,0.047110,0.061048,0.075978,11777.38,15261.90,18994.40,0.008481,0.240317,0.397997,0.364104
APG,41.8700,0.223112,-0.024650,0.043417,0.025612,0.052317,0.068277,0.085841,13079.32,17069.18,21460.27,0.074416,0.600127,0.387858,0.373680
TXRH,171.5400,0.247768,-0.024012,0.022802,-0.028114,0.059157,0.077794,0.098883,14789.20,19448.48,24720.79,0.001050,0.176114,0.395766,0.364978
HIW,22.1400,0.448631,-0.023423,-0.075284,-0.079304,0.113418,0.152743,0.200801,28354.62,38185.63,50200.23,-0.125603,0.042271,0.295499,0.265341
EVR,289.0200,0.491470,0.022832,-0.000050,0.019967,0.124427,0.167657,0.220558,31106.72,41914.31,55139.44,-0.175095,0.525090,0.229074,0.264469
MC,56.1500,0.420077,0.021713,0.031884,0.018699,0.105992,0.142634,0.187322,26498.12,35658.44,46830.60,-0.203749,0.165854,0.280900,0.325061
RJF,152.0500,0.360295,-0.017812,-0.001222,-0.002796,0.090169,0.120946,0.158131,22542.36,30236.40,39532.73,-0.070599,0.292049,0.345544,0.355712
WSC,19.2600,0.524419,0.017735,0.067346,0.110422,0.132796,0.178944,0.235413,33199.02,44736.03,58853.32,-0.007466,-0.585843,0.185461,0.256616
PRCT,24.2200,0.746682,-0.017153,0.037303,0.026965,0.187402,0.251604,0.329237,46850.62,62901.07,82309.19,-0.212614,-0.508523,0.036220,0.064227
RIOT,14.1650,1.042678,-0.015689,0.022042,0.037661,0.255848,0.340394,0.439631,63962.11,85098.55,109907.70,0.000353,0.183375,-0.003150,0.003150
VXF,209.1400,0.188932,-0.014247,0.024401,0.007633,0.042873,0.055181,0.068007,10718.29,13795.21,17001.69,-0.011766,0.242528,0.390401,0.372125
CORN,18.5200,0.119906,-0.013611,0.062677,0.043942,0.024047,0.029362,0.033527,6011.67,7340.50,8381.77,0.050482,-0.067472,0.381499,0.382285
PJT,143.9200,0.343699,-0.012546,0.003623,0.014181,0.085697,0.114772,0.149743,21424.19,28693.04,37435.69,-0.149676,0.464383,0.355150,0.367760
CW,681.6900,0.407394,-0.010736,0.004730,-0.006855,0.102669,0.138096,0.181247,25667.27,34524.03,45311.84,0.190975,1.821811,0.305699,0.320379
XLC,117.4600,0.141984,0.010363,0.072096,0.039861,0.030015,0.037485,0.044231,7503.71,9371.31,11057.80,0.004790,0.507972,0.374380,0.389163
PIPR,293.5200,0.527240,0.009085,-0.001917,0.009071,0.133509,0.179904,0.236673,33377.26,44975.92,59168.14,-0.145292,0.606563,0.205950,0.231731
PPLT,193.4100,0.843163,-0.008243,0.025574,-0.010813,0.210218,0.281484,0.366926,52554.48,70370.98,91731.62,-0.005604,1.288063,-0.000694,0.003429
PCVX,59.2900,0.456748,-0.007940,-0.046666,-0.023358,0.115516,0.155591,0.204586,28879.04,38897.72,51146.40,0.276152,-0.173774,0.275347,0.272706
EWT,69.5200,0.288450,0.005898,0.004405,-0.023543,0.070478,0.093591,0.120640,17619.40,23397.68,30160.07,0.073336,0.539206,0.389883,0.369445
TNDM,21.1400,1.025187,0.005274,0.030241,0.029453,0.251929,0.335379,0.433528,62982.23,83844.83,108382.10,-0.019026,-0.287496,-0.008800,0.008800
CANE,9.4700,0.186813,0.005094,0.045349,0.028918,0.042289,0.054374,0.066913,10572.36,13593.40,16728.19,-0.011482,-0.269290,0.380323,0.382259
RBC,552.9100,0.219814,0.004208,0.069273,-0.016562,0.051404,0.067008,0.084107,12850.99,16751.93,21026.67,0.205148,1.045618,0.381033,0.380606
IWO,320.3600,0.228714,0.003936,0.017529,0.005478,0.053869,0.070435,0.088793,13467.37,17608.63,22198.23,-0.020665,0.206788,0.386520,0.374843
MIDD,150.7800,0.309769,-0.003788,0.014943,-0.007508,0.076412,0.101883,0.132092,19103.12,25470.72,33023.02,0.000066,-0.024898,0.380930,0.369833
CLSK,9.2100,1.171859,-0.003205,-0.003386,-0.007593,0.284327,0.376568,0.483141,71081.81,94141.93,120785.15,-0.202597,-0.483165,0.002069,-0.002069
BIRK,38.1000,0.402059,0.002612,0.008955,0.016815,0.101266,0.136178,0.178674,25316.45,34044.38,44668.45,-0.087862,-0.212810,0.303600,0.330956
SHAK,93.4500,0.485067,-0.002477,0.064276,0.063347,0.122791,0.165446,0.217637,30697.70,41361.42,54409.37,0.119564,-0.105228,0.226430,0.277144
RPD,7.0700,1.112292,-0.000890,-0.019050,-0.030513,0.271297,0.360075,0.463415,67824.21,90018.70,115853.85,-0.504555,-0.870489,0.006131,-0.006131
EAT,134.8100,0.424068,0.000781,0.035335,0.007872,0.107035,0.144056,0.189223,26758.78,36013.88,47305.67,-0.110283,1.770448,0.283538,0.316103
