# SUMMARY
ticker,spot,vol_30d,corr_3m,corr_6m,corr_12m,thesis,rec_alloc_pct
CRWD,428.9900,0.645701,0.081237,0.073285,0.026835,NEUTRAL (low BTC correlation),0.2000

# STRIKE LADDER
strike,moneyness,put_1mo_pct,put_1mo_price,put_3mo_pct,put_3mo_price,put_6mo_pct,put_6mo_price,put_9mo_pct,put_9mo_price,put_12mo_pct,put_12mo_price
428.9900,ATM,0.098760,42.3669,0.162966,69.9108,0.219292,94.0740,0.258111,110.7269,0.287891,123.5026
407.5405,5% OTM,0.060127,25.7939,0.125034,53.6384,0.184732,79.2480,0.224534,96.3227,0.254710,109.2680
386.0910,10% OTM,0.033870,14.5300,0.089386,38.3459,0.146205,62.7206,0.188457,80.8463,0.220172,94.4518
364.6415,15% OTM,0.017804,7.6379,0.062116,26.6473,0.112409,48.2223,0.151592,65.0315,0.184074,78.9660
343.1920,20% OTM,0.008548,3.6670,0.041687,17.8831,0.084609,36.2965,0.119685,51.3437,0.149396,64.0894

# PORTFOLIO SIZING
alloc_pct,notional,shares,atm_3m_put,hedge_cost,hedge_port_pct,net_exposure
0.0500,50000.00,116.5528,69.9108,8148.30,0.008148,41851.70
0.1000,100000.00,233.1057,69.9108,16296.61,0.016297,83703.39
0.1500,150000.00,349.6585,69.9108,24444.91,0.024445,125555.09
0.2000,200000.00,466.2113,69.9108,32593.22,0.032593,167406.78
0.2500,250000.00,582.7642,69.9108,40741.52,0.040742,209258.48
0.3000,300000.00,699.3170,69.9108,48889.83,0.048890,251110.17
0.4000,400000.00,932.4227,69.9108,65186.44,0.065186,334813.56
0.5000,500000.00,1165.5284,69.9108,81483.05,0.081483,418516.95

# BUDGET-CONSTRAINED SIZING
hedge_budget_pct,budget_dollar,max_alloc_pct,max_notional,max_shares
0.0050,5000.00,0.030681,30681.23,71.5197
0.0100,10000.00,0.061362,61362.46,143.0394
0.0150,15000.00,0.092044,92043.69,214.5591
0.0200,20000.00,0.122725,122724.91,286.0787
0.0300,30000.00,0.184087,184087.37,429.1181
0.0500,50000.00,0.306812,306812.29,715.1968
